CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
1870877,Male,George Baca,Washington,VA,Virginia,20005,United States,North America,1972-05-09
1871089,Female,Kathleen Clarke,Machias,ME,Maine,4654,United States,North America,1953-06-05
1871157,Male,Roger Young,El Paso,TX,Texas,79924,United States,North America,1977-11-25
1871379,Female,Edna Newsome,Loyalton,CA,California,96118,United States,North America,1942-05-09
1871416,Male,Ryan Fisher,Atlanta,GA,Georgia,30338,United States,North America,1964-05-13
1871454,Male,Thomas Blackman,Columbus,OH,Ohio,43215,United States,North America,1974-04-17
1871472,Male,Enrique Clay,Reno,NV,Nevada,89501,United States,North America,1942-10-31
1871500,Female,Lena Pearson,Kirkwood,MO,Missouri,63122,United States,North America,1947-03-11
1871990,Female,Traci Butler,Mount Vernon,WA,Washington,98273,United States,North America,1994-02-19
1872005,Female,Natalya Fuhrman,Dublin,OH,Ohio,43017,United States,North America,1946-09-18
1872046,Male,Randolph Epperly,Plymouth,IN,Indiana,46563,United States,North America,1981-07-23
1872178,Male,Herman Jackson,Mc Kinney,TX,Texas,75069,United States,North America,1972-05-27
1872284,Male,Thomas Bailey,Baltimore,MD,Maryland,21201,United States,North America,1953-06-22
1872442,Male,James Trussell,Lancaster,PA,Pennsylvania,17602,United States,North America,1999-01-23
1872529,Male,Justin Harms,San Jose,CA,California,95113,United States,North America,1985-05-20
1872587,Female,Heather Holston,Bolton,MA,Massachusetts,1740,United States,North America,1948-07-20
1873593,Female,Linda Morris,Boulder,CO,Colorado,80301,United States,North America,1996-01-02
1873607,Female,Jennifer Kirkland,Lenoir,NC,North Carolina,28645,United States,North America,1991-05-05
1873740,Male,Carson Bryant,Houlton,WI,Wisconsin,55082,United States,North America,1945-03-16
1873895,Female,Marcella Southworth,Lexington,KY,Kentucky,40507,United States,North America,1977-06-27
1874014,Female,Tamara Lever,Dillon,CO,Colorado,80435,United States,North America,1993-01-08
1874019,Female,Rosa Adams,Tacoma,WA,Washington,98402,United States,North America,1968-02-25
1874020,Male,Homer Wilton,Lexington,KY,Kentucky,40507,United States,North America,1990-01-07
1874057,Female,Rachel Cline,Bonners Ferry,ID,Idaho,83805,United States,North America,1945-11-02
1874375,Male,Oliver Scott,Greensboro,NC,North Carolina,27401,United States,North America,1977-07-11
1874501,Male,Lawrence Marquez,New York,NY,New York,10011,United States,North America,1992-02-01
1874507,Male,Philip Watters,Seattle,WA,Washington,98105,United States,North America,1936-06-04
1874700,Male,Daniel Loredo,Fayetteville,NC,North Carolina,28306,United States,North America,1935-12-08
1874916,Male,Marshall Cruz,Garland,TX,Texas,75040,United States,North America,1962-06-04
1875275,Male,Daniel Talley,Southfield,MI,Michigan,48075,United States,North America,1951-11-28
1875566,Female,Clyde Lopez,Garden City,NY,New York,11530,United States,North America,1968-04-25
1875792,Male,Raymond Whitehurst,New York,NY,New York,10019,United States,North America,1995-02-08
1875921,Male,John Black,Okeechobee,FL,Florida,34974,United States,North America,1999-05-04
1875946,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24
1876093,Male,Lloyd Salas,New York,NY,New York,10013,United States,North America,1979-11-03
1876132,Male,Jack Frederick,Memphis,TN,Tennessee,38128,United States,North America,1985-04-04
1876269,Male,Dennis Martin,Racine,WI,Wisconsin,53403,United States,North America,1955-03-18
1876912,Male,Gary Gonzalez,Chicago,IL,Illinois,60601,United States,North America,1950-07-15
1877016,Male,Kirk Wurm,Bear River City,UT,Utah,84301,United States,North America,1982-07-29
1877046,Male,Michael Keefer,Englewood,CO,Colorado,80112,United States,North America,1964-06-30
1877054,Female,Tommie Fannin,Goshen,NY,New York,10924,United States,North America,1940-05-18
1877176,Female,Ivory Aldridge,Irving,TX,Texas,75038,United States,North America,1985-05-31
1877381,Male,Mark Walton,Beltsville,MD,Maryland,20705,United States,North America,1949-05-08
1877525,Male,Raymond Henry,San Diego,CA,California,92121,United States,North America,1954-11-26
1877532,Female,Frances Holst,Mansfield,OH,Ohio,44902,United States,North America,1979-09-25
1877568,Male,Joseph Flores,San Francisco,CA,California,94124,United States,North America,1970-07-15
1877744,Female,Jennifer Whisenant,Draper,UT,Utah,84020,United States,North America,1972-01-03
1877836,Female,Isabelle Harris,Wichita,KS,Kansas,67202,United States,North America,1973-06-08
1878087,Male,Darin Ball,Asheville,NC,North Carolina,28801,United States,North America,1951-05-19
1878163,Female,Darci Dorsey,Rupert,ID,Idaho,83350,United States,North America,1985-09-17
1878175,Female,Florence Bridgers,Brooksville,FL,Florida,34610,United States,North America,1965-04-16
1878210,Female,Fay Riggins,Arlington,VA,Virginia,22201,United States,North America,1936-12-14
1878446,Female,Annette Deleon,Madison,WI,Wisconsin,53718,United States,North America,2001-02-03
1878531,Female,Marilyn Monroe,Wayne,NJ,New Jersey,7477,United States,North America,1936-02-16
1878787,Female,Susan Lemley,Easton,PA,Pennsylvania,18042,United States,North America,2001-07-17
1878834,Male,Randy Krebs,San Diego,CA,California,92111,United States,North America,1948-05-24
1878939,Female,Suzanne Jones,Jackson,MS,Mississippi,39201,United States,North America,1970-11-30
1878966,Female,Lisa Roux,Pine Bluff,AR,Arkansas,71601,United States,North America,1958-11-24
1878983,Male,Thomas Engle,Chico,CA,California,95928,United States,North America,1993-02-02
1878988,Male,Justin Peters,Westland,MI,Michigan,48185,United States,North America,1985-12-13
1879346,Male,Daniel Turner,Bridgeville,PA,Pennsylvania,15017,United States,North America,1995-10-16
1879578,Female,Julia Barnes,Salinas,CA,California,93901,United States,North America,1972-04-12
1879693,Female,Anne Simmerman,Auburndale,FL,Florida,33823,United States,North America,1958-04-09
1879735,Female,Robin Conway,Phoenix,AZ,Arizona,85003,United States,North America,1982-07-01
1880031,Male,Sean Morrison,Dunn Center,ND,North Dakota,58626,United States,North America,1982-09-18
1880288,Female,Betty Gadbois,Miami,FL,Florida,33145,United States,North America,1979-06-19
1880406,Male,James Claudio,Falls Church,VA,Virginia,22042,United States,North America,1946-05-27
1880655,Female,Samantha Alexander,Tigard,OR,Oregon,97223,United States,North America,1974-12-07
1880727,Male,Steven Reid,Meridian,ID,Idaho,83642,United States,North America,2000-05-16
1880784,Female,Jody Summer,Forest Hills,NY,New York,11375,United States,North America,1997-08-15
1880923,Female,June Cramer,Nichols,NY,New York,13812,United States,North America,1975-02-05
1881107,Male,David Weeks,Jersey City,NJ,New Jersey,7305,United States,North America,1959-06-03
1881517,Female,Jacqueline Bennett,Lansing,MI,Michigan,48933,United States,North America,1980-07-30
1881543,Male,Bret Wilson,Philadelphia,DE,Delaware,19106,United States,North America,1941-11-06
1881758,Female,Cathy Hummel,Jackson,NC,North Carolina,27845,United States,North America,1944-08-10
1882011,Male,William Johnson,Chattanooga,TN,Tennessee,37403,United States,North America,1957-08-11
1882071,Female,Kristen Molinari,Chicago,IL,Illinois,60631,United States,North America,1944-11-28
1882274,Male,Peter Moseley,Tallahassee,FL,Florida,32311,United States,North America,1937-05-24
1882501,Female,Gina Mitchell,Arlington,VA,Virginia,22201,United States,North America,1986-06-16
1882504,Male,Nathan Durden,Chicago,IL,Illinois,60606,United States,North America,1963-03-01
1882512,Female,Ann Castillo,Saint Louis,MO,Missouri,63119,United States,North America,1968-03-11
1882594,Female,Haley Cassell,Burbank,CA,California,91504,United States,North America,1985-01-19
1882911,Male,Nickolas Foster,Orlando,FL,Florida,32805,United States,North America,1990-11-14
1882958,Male,Robert Moore,Gulfport,MS,Mississippi,39503,United States,North America,1942-02-21
1883496,Female,Florence Badger,Hartford,CT,Connecticut,6103,United States,North America,1946-04-18
1883630,Male,Robert Segura,Adams,OK,Oklahoma,73901,United States,North America,1987-10-29
1883710,Female,Esther Jenkins,Lexington,KY,Kentucky,40507,United States,North America,1949-05-16
1883755,Female,Michelle Spencer,Oakland,CA,California,94612,United States,North America,1968-01-30
1883820,Male,Jake Lee,Syracuse,NY,New York,13202,United States,North America,1940-08-10
1883844,Male,Harry Kaplan,Camden,NJ,New Jersey,8102,United States,North America,1964-05-18
1883941,Male,Michael Emery,Bastrop,LA,Louisiana,71220,United States,North America,1996-04-25
1883981,Female,Pearlie Rice,Brooklyn,NY,New York,11235,United States,North America,1987-04-20
1884026,Male,David White,Bronx,NY,New York,10467,United States,North America,1938-05-16
1884596,Male,Jason Harrison,Toledo,OH,Ohio,43607,United States,North America,1998-02-04
1884616,Female,Katharine Main,Myrtle Beach,SC,South Carolina,29577,United States,North America,1987-05-11
1884663,Female,Karen Jones,Lacassine,LA,Louisiana,70650,United States,North America,1970-09-30
1884718,Male,Mark Robertson,Boston,MA,Massachusetts,2110,United States,North America,1983-04-13
1884908,Male,Eric Ellis,Lock Haven,PA,Pennsylvania,17745,United States,North America,1953-12-03
1885023,Female,Lauren Forsythe,Warren,MI,Michigan,48093,United States,North America,1984-10-26
1885114,Female,Melody Morales,Fort Collins,CO,Colorado,80524,United States,North America,1985-09-24
1885279,Female,Carla Hastings,Southfield,MI,Michigan,48075,United States,North America,1971-08-01
1885351,Male,Dennis Richards,Boise,ID,Idaho,83702,United States,North America,2001-04-16
1885398,Male,James Hopkins,Bradford,PA,Pennsylvania,16701,United States,North America,1962-11-25
1885532,Female,Diane Miller,Viking,MN,Minnesota,56760,United States,North America,1971-01-03
1885716,Female,Mary Shaw,Memphis,TN,Tennessee,38115,United States,North America,1938-10-07
1885738,Female,Mary Barnhart,Waldorf,MD,Maryland,20601,United States,North America,1994-11-19
1885765,Male,Stephen Martel,Crafton,PA,Pennsylvania,15205,United States,North America,1980-10-06
1885890,Male,Arthur Hughey,Meriden,CT,Connecticut,6450,United States,North America,1952-04-10
1885909,Female,Patricia Ramos,Harrisonburg,VA,Virginia,22801,United States,North America,1992-06-24
1885990,Female,Mary Doty,Whitesville,MO,Missouri,64480,United States,North America,1952-05-17
1886071,Male,John Hazelip,Little Rock,AR,Arkansas,72201,United States,North America,1958-02-24
1886283,Female,Maria Gallimore,Cambridge,MA,Massachusetts,2141,United States,North America,1948-07-10
1886388,Female,Carol Miller,Oakland,CA,California,94612,United States,North America,1955-09-29
1886594,Male,Clinton Montgomery,Fremont,MI,Michigan,49412,United States,North America,1964-04-16
1886699,Female,Janet Hartnett,Pittsburgh,PA,Pennsylvania,15219,United States,North America,1994-03-21
1886764,Male,Warren King,Maple Heights,OH,Ohio,44137,United States,North America,1997-07-30
1886776,Female,Cierra Turner,Galvez,LA,Louisiana,70769,United States,North America,1975-06-21
1886932,Female,Christine Jackson,Finleyville,PA,Pennsylvania,15332,United States,North America,1973-11-04
1886968,Male,James Henrickson,Little Rock,AR,Arkansas,72212,United States,North America,1954-04-03
1887153,Male,Jesse Steppe,Oklahoma City,OK,Oklahoma,73113,United States,North America,1960-04-16
1887180,Female,Jeanne Wilson,Middletown,OH,Ohio,45044,United States,North America,1965-09-16
1887326,Male,Gilbert Hackworth,Milpitas,CA,California,95035,United States,North America,1938-02-27
1887449,Male,Charles Le,Cleveland,OH,Ohio,44113,United States,North America,1964-08-24
1887539,Female,May Vincent,Mineola,NY,New York,11501,United States,North America,1979-04-22
1887604,Male,Brian Blake,Severna Park,MD,Maryland,21146,United States,North America,1957-10-16
1887682,Male,Ronnie Williams,Scotia,NE,Nebraska,68875,United States,North America,1985-07-25
1887933,Female,Lisa Morales,Columbia,SC,South Carolina,29201,United States,North America,1946-10-06
1888089,Female,Brenda Cuyler,Kenton,TN,Tennessee,38233,United States,North America,1991-10-06
1888484,Male,Robert Rowley,Grand Prairie,TX,Texas,75050,United States,North America,1982-11-02
1888531,Male,Melvin Fitzgerald,Damon,TX,Texas,77430,United States,North America,1999-05-31
1888585,Male,Carlos Aquino,Plantation,FL,Florida,33324,United States,North America,1971-12-16
1888911,Male,Roland Sanders,Silver Bay,MN,Minnesota,56414,United States,North America,1937-06-04
1888971,Female,Sherry Salazar,Los Angeles,CA,California,90017,United States,North America,1936-04-08
1889142,Male,Samuel Vann,Seattle,WA,Washington,98109,United States,North America,1937-01-23
1889189,Female,Birdie Johnson,Goshen,UT,Utah,84633,United States,North America,1993-08-13
1889224,Male,Leon Valdez,Columbus,OH,Ohio,43215,United States,North America,1942-06-18
1889240,Male,Claudio Hamby,Rochester Hills,MI,Michigan,48306,United States,North America,1960-10-19
1889574,Male,Maurice Hamilton,Chattanooga,TN,Tennessee,37403,United States,North America,1947-05-18
1889587,Male,William Hamilton,Everest,KS,Kansas,66424,United States,North America,1995-10-10
1889635,Male,Romeo Day,Irvine,CA,California,92664,United States,North America,1947-12-17
1889903,Female,Andrea Stinchcomb,Jackson,MS,Mississippi,39201,United States,North America,1987-11-11
1889918,Female,Claretta Lee,Tarpon Springs,FL,Florida,34689,United States,North America,1967-01-25
1889963,Female,Betty Earnest,Burlington,IA,Iowa,52601,United States,North America,1987-04-30
1890381,Male,Jesse Hammock,Pensacola,FL,Florida,32501,United States,North America,1995-12-22
1890413,Male,David Anaya,Little Rock,AR,Arkansas,72211,United States,North America,1979-12-31
1890640,Female,Dorothy Chipman,West Milford,WV,West Virginia,26451,United States,North America,1971-04-15
1890777,Female,Bridget James,Bethalto,IL,Illinois,62010,United States,North America,1948-05-18
1890847,Female,Jessica Small,Colorado Springs,CO,Colorado,80915,United States,North America,1945-10-28
1891277,Male,Mark Williams,Rochester,NY,New York,14620,United States,North America,1992-10-12
1891392,Male,Conrad Sumner,Long Beach,CA,California,90807,United States,North America,1978-02-05
1891465,Female,Kristen Okeefe,Philadelphia,PA,Pennsylvania,19146,United States,North America,1953-10-11
1891501,Male,Marty Wells,Dalton,GA,Georgia,30720,United States,North America,1992-10-09
1891564,Female,Donna Woods,Columbia,SC,South Carolina,29210,United States,North America,1976-03-31
1891647,Female,Margaret Santiago,La Mesa,CA,California,91941,United States,North America,1949-06-21
1891818,Male,Timothy McIntosh,Jacksonville,FL,Florida,32258,United States,North America,1962-05-18
1891930,Male,Shawn Lee,Ross,ND,North Dakota,58776,United States,North America,1996-11-25
1891950,Female,Giovanna Florio,York,PA,Pennsylvania,17401,United States,North America,1957-01-26
1891992,Male,Larry Cooper,Chester,NY,New York,10918,United States,North America,1940-02-25
1892189,Female,Marie Strickland,Rohnert Park,CA,California,94928,United States,North America,1960-12-17
1892205,Female,Terry Walker,Redwood City,CA,California,94063,United States,North America,1992-09-28
1892265,Male,Jimmy Mathison,Waxahachie,TX,Texas,75165,United States,North America,1957-10-07
1892320,Female,Susan Schroeder,Denison,TX,Texas,75020,United States,North America,1972-07-14
1892367,Female,Alta Heise,Nashville,TN,Tennessee,37204,United States,North America,1959-08-21
1892488,Male,Ryan Kuhn,Raleigh,NC,North Carolina,27601,United States,North America,1960-03-04
1892614,Male,Richard Cousins,State College,PA,Pennsylvania,16803,United States,North America,1989-06-28
1892767,Male,Gary Ward,East Hampton,NY,New York,11937,United States,North America,1952-01-08
1893372,Male,Nathan Sutton,Lexington,KY,Kentucky,40505,United States,North America,1944-03-17
1893377,Male,Victor Moore,Camdenton,MO,Missouri,65020,United States,North America,1971-03-05
1893487,Male,Dillon Pigford,Las Vegas,NV,Nevada,89119,United States,North America,1952-06-16
1893526,Male,David Stewart,New York,NY,New York,10011,United States,North America,1981-03-02
1893682,Male,Willard Smith,Madison,WI,Wisconsin,53718,United States,North America,1943-09-11
1893783,Male,William Hinton,Jackson,MS,Mississippi,39211,United States,North America,1982-02-22
1893869,Male,Saul McFadden,Jackson,MS,Mississippi,39213,United States,North America,1950-05-28
1894588,Female,Paula Dobson,Bessemer,AL,Alabama,35020,United States,North America,1978-01-08
1894779,Female,Rosemary Lemons,Lewisville,TX,Texas,75067,United States,North America,1961-05-29
1894812,Female,Betty Cano,Nashua,NH,New Hampshire,3061,United States,North America,2001-04-29
1894995,Male,Dana Bruce,Tacoma,WA,Washington,98499,United States,North America,1984-06-02
1895173,Female,Sherry Volz,Wilmington,DE,Delaware,19801,United States,North America,1979-02-02
1895182,Female,Jessica Watson,Burlington,VT,Vermont,5401,United States,North America,1998-11-24
1895245,Female,Linda Virgin,Tifton,GA,Georgia,31794,United States,North America,1995-08-07
1895594,Male,David Murley,Camden,NJ,New Jersey,8102,United States,North America,1954-07-04
1895637,Female,Eva Parker,Milwaukee,WI,Wisconsin,53221,United States,North America,1962-01-05
1895744,Female,Lynn Ruggles,Arlington,VA,Virginia,22204,United States,North America,1981-04-12
1895963,Female,Andrea Marks,Dayton,OH,Ohio,45407,United States,North America,1978-02-04
1896050,Male,Clarence Stitt,West Union,IA,Iowa,52175,United States,North America,1976-07-18
1896161,Male,Andre Easterling,Omaha,NE,Nebraska,68114,United States,North America,1967-08-12
1896473,Female,Ericka Halcomb,Saginaw,MI,Michigan,48607,United States,North America,1941-09-15
1896531,Male,Harold Vang,Peekskill,NY,New York,10566,United States,North America,1982-04-07
1896611,Male,David Rodriguez,Buffalo,NY,New York,14202,United States,North America,1965-02-20
1897043,Male,Edward Newman,Columbus,OH,Ohio,43201,United States,North America,1987-11-28
1897140,Female,Tammy Dunning,Baltimore,MD,Maryland,21201,United States,North America,1939-07-22
1897230,Male,Thomas Johnson,Westborough,MA,Massachusetts,1581,United States,North America,1969-03-07
1897695,Male,William Harper,Andover,KS,Kansas,67002,United States,North America,1964-09-16
1897818,Male,Robert Runnels,Oklahoma City,OK,Oklahoma,73105,United States,North America,1984-08-27
1897822,Female,Jessie Waddy,Jacksonville,FL,Florida,32216,United States,North America,1945-09-18
1898056,Male,Francis Winburn,Rapid City,SD,South Dakota,57701,United States,North America,1986-07-30
1898417,Female,Theresa Keller,Aurora,CO,Colorado,80014,United States,North America,1994-05-30
1898526,Male,Danny Smith,Providence,RI,Rhode Island,2906,United States,North America,1956-08-21
1898765,Female,Melissa Gutierrez,Lead Hill,AR,Arkansas,72644,United States,North America,1995-06-04
1898949,Male,Robert Padula,Phoenix,AZ,Arizona,85033,United States,North America,1998-11-13
1899049,Female,Sonya Mundy,Harlingen,TX,Texas,78550,United States,North America,1962-06-30
1899152,Male,James Whyte,Lexington,NC,North Carolina,27292,United States,North America,2001-02-05
1899416,Male,Javier Cushing,Little Rock,OK,Oklahoma,72201,United States,North America,1941-01-27
1899495,Male,John Sherrer,Las Cruces,NM,New Mexico,88005,United States,North America,1940-10-31
1899770,Male,Robert Wilson,San Francisco,CA,California,94143,United States,North America,1953-12-09
1899782,Male,Jack Deaton,Chicago,IL,Illinois,60610,United States,North America,1963-07-21
1899970,Female,Dale Lerch,Fort Myers,FL,Florida,33901,United States,North America,1937-10-07
1900139,Female,Generosa Ybarra,Cleveland,OH,Ohio,44114,United States,North America,1974-02-23
1900386,Female,Sointu Kyllönen,Portland,WA,Washington,97209,United States,North America,1979-07-05
1900664,Female,Júlia Correia,Giddings,TX,Texas,78942,United States,North America,1937-01-07
1900678,Male,Sigfrido Reséndez,Waterford,MI,Michigan,48328,United States,North America,1954-03-09
1900738,Male,Liam Dunningham,San Francisco,CA,California,94104,United States,North America,1982-02-04
1900993,Female,Theresa Kimball,Glen Elder,KS,Kansas,67446,United States,North America,1969-10-02
1901026,Female,Adéla Zajacová,Venetie,AK,Alaska,99781,United States,North America,1960-03-26
1901076,Male,Jakob Laursen,Monterey,CA,California,95940,United States,North America,1954-09-29
1901837,Female,Helena Mertová,Columbus,OH,Ohio,43215,United States,North America,1969-02-03
1901852,Female,Ágatha Barbosa,New Haven,CT,Connecticut,6511,United States,North America,1939-11-30
1901931,Female,Sophie Resch,Portland,OR,Oregon,97229,United States,North America,1951-09-18
1902278,Female,Ronda Walker,Atoka,OK,Oklahoma,74525,United States,North America,1972-10-08
1902499,Female,Tânia Rocha,Chicago,IL,Illinois,60601,United States,North America,1959-05-16
1902593,Male,Bruno Crnic,Kansas City,KS,Kansas,64106,United States,North America,1941-06-17
1902597,Male,Lubo Hrdlicka,New Orleans,LA,Louisiana,70119,United States,North America,1993-11-06
1902908,Female,Giovanna Barros,Spencer,VA,Virginia,24165,United States,North America,1945-07-05
1902925,Male,Petr Tauchman,Irvine,CA,California,92614,United States,North America,1974-07-01
1902988,Male,Atso Häggman,Platteville,WI,Wisconsin,53818,United States,North America,1971-07-01
1903707,Male,Moises Dodd,Queens,NY,New York,11693,United States,North America,1944-04-01
1904257,Female,Abigail Mennell,New York,NY,New York,10007,United States,North America,1967-06-30
1904291,Female,Bianca Findlay,Saint Cloud,MN,Minnesota,56303,United States,North America,1975-08-30
1904309,Male,Florian Bieber,Miami,FL,Florida,33176,United States,North America,1956-09-23
1904324,Female,Brigitte Ehrlichmann,Syracuse,NY,New York,13202,United States,North America,1946-02-28
1904355,Female,Sona Vykoukalová,Miami,FL,Florida,33131,United States,North America,1997-11-05
1904541,Female,Marie Winther,Holmes City,MN,Minnesota,56341,United States,North America,1944-10-28
1904679,Female,Zilla Granados,Wenatchee,WA,Washington,98801,United States,North America,1990-09-21
1904946,Male,Ashton Tonkin,Bermuda Dunes,CA,California,92203,United States,North America,1936-08-02
1905050,Male,Rodrigo Azevedo,Hartford,CT,Connecticut,6103,United States,North America,2001-02-20
1905165,Male,Scoville Sciverit,New York,NY,New York,10016,United States,North America,1971-10-23
1905321,Female,Zdenka Strnadová,Chicago,IL,Illinois,60654,United States,North America,1969-11-13
1905450,Male,Milivoj Hrvatin,Dayton,OH,Ohio,45402,United States,North America,1976-11-24
1905463,Male,Radomir Matijevic,Elko,NV,Nevada,89801,United States,North America,1978-11-10
1905541,Female,Jirina Dostálová,Cleveland,OH,Ohio,44115,United States,North America,1982-04-27
1905578,Male,Christopher Hill,Harold,KY,Kentucky,41635,United States,North America,1953-08-07
1906314,Male,Zachary Blackwood,New York,NY,New York,10017,United States,North America,1991-08-12
1906497,Male,Toni Saariaho,Denver,CO,Colorado,80202,United States,North America,1951-07-09
1906508,Male,Morten Lorenzen,Beverly Hills,CA,California,90210,United States,North America,1975-09-23
1906549,Female,Milada Vargová,East Lansing,MI,Michigan,48823,United States,North America,1997-01-06
1906639,Female,Sarah Kaestner,Southfield,MI,Michigan,48075,United States,North America,1964-03-15
1906758,Male,Jirí Caha,Wheaton,IL,Illinois,60187,United States,North America,1984-09-04
1906975,Male,Jules Boncoeur,Omaha,NE,Nebraska,68114,United States,North America,1983-09-03
1907334,Male,Ostoja Pavicic,New York,NY,New York,10029,United States,North America,1951-04-12
1907354,Male,Manuel Bancroft,Wichita,KS,Kansas,67202,United States,North America,1967-12-29
1907494,Male,Samppa Tähti,Boston,MA,Massachusetts,2110,United States,North America,1978-02-06
1907810,Female,Indiana Morrison,French Camp,CA,California,95231,United States,North America,1945-08-31
1907899,Female,Anna Baskerville,Beltsville,VA,Virginia,20705,United States,North America,1991-09-07
1907935,Female,Laura Cumming,Los Alamos,NM,New Mexico,87544,United States,North America,1946-11-14
1908058,Female,Nadine Unger,Burr Ridge,IL,Illinois,60527,United States,North America,1982-05-07
1908175,Female,Pastora Pagan,Hamilton Square,NJ,New Jersey,8691,United States,North America,1980-03-26
1908428,Male,Bryce Smith,Sunnyvale,CA,California,94086,United States,North America,1946-01-06
1908686,Female,Heike Ostermann,Bethpage,NY,New York,11714,United States,North America,1990-07-25
1908736,Male,Anto Bacic,Hickory Hills,IL,Illinois,60457,United States,North America,1988-03-02
1908738,Male,Dubravko Delic,Macon,GA,Georgia,31206,United States,North America,1935-06-12
1908813,Female,Hanna-Mari Myllys,Bryan,TX,Texas,77803,United States,North America,1948-11-13
1908818,Female,Amanda Schou,Tallahassee,FL,Florida,32301,United States,North America,1946-04-11
1908923,Female,Karolin Schneider,Orlando,FL,Florida,32805,United States,North America,1961-08-18
1908997,Male,Lance Ratté,Longview,TX,Texas,75601,United States,North America,1993-05-13
1909007,Male,Kauan Alves,Fair Oaks,CA,California,95628,United States,North America,1958-03-11
1909047,Female,Renata Obad,Wichita,KS,Kansas,67202,United States,North America,1977-08-07
1909198,Female,Anais Munguia,Dublin,CA,California,94568,United States,North America,1968-09-28
1909290,Male,Mijo Ivankovic,Laurel,MD,Maryland,20707,United States,North America,1955-07-04
1909376,Male,Thorsten Himmel,Casper,WY,Wyoming,82601,United States,North America,2000-08-06
1909425,Male,Jirí Sloup,St Cloud,MN,Minnesota,56301,United States,North America,1957-04-25
1909470,Female,Felicienne Roussel,New York,NY,New York,10036,United States,North America,1941-10-28
1909555,Male,Fiacre Lavoie,Everest,KS,Kansas,66424,United States,North America,1974-05-03
1909574,Male,Bruno Merkel,Springfield,MA,Massachusetts,1103,United States,North America,1953-11-20
1909588,Female,Gabrielly Silva,Canal Winchester,OH,Ohio,43110,United States,North America,1941-08-13
1909589,Female,Mila Baic,Farmers Branch,TX,Texas,75234,United States,North America,1959-12-17
1909638,Male,Bobby Becton,Alexandria,VA,Virginia,22312,United States,North America,1951-08-26
1909649,Female,Karin Faerber,Decatur,GA,Georgia,30030,United States,North America,1989-09-11
1910016,Female,Françoise Boileau,Severna Park,MD,Maryland,21146,United States,North America,1951-11-11
1910024,Male,Teseo Orosco,Marquette,MI,Michigan,49855,United States,North America,1967-12-23
1910322,Male,Harry Cheong Cheok Hong,Wheatland,WY,Wyoming,82201,United States,North America,1942-09-15
1910347,Male,Rajko Brkic,Longview,TX,Texas,75604,United States,North America,1953-05-20
1910529,Female,Dianne Daub,Aspermont,TX,Texas,79502,United States,North America,1990-11-04
1910546,Female,Lena Frey,Ontario,NY,New York,14519,United States,North America,1955-07-25
1910557,Male,Jeppe Hansen,Pardeeville,WI,Wisconsin,53954,United States,North America,1938-02-14
1910709,Male,Tobias Larsen,Eagle Bay,NY,New York,13331,United States,North America,1969-01-28
1910821,Female,Sara Dam,Brentwood,CA,California,94513,United States,North America,1954-09-14
1910912,Female,Carolina Araujo,Altoona,PA,Pennsylvania,16601,United States,North America,1997-02-13
1910935,Female,Velma Hall,Coeur D Alene,ID,Idaho,83814,United States,North America,1986-12-01
1911030,Female,Malene Larsen,Redwood City,CA,California,94063,United States,North America,1992-03-12
1911080,Female,Mette Mikkelsen,Hartford,CT,Connecticut,6103,United States,North America,1970-04-14
1911270,Female,Giovana Cardoso,Columbia,MD,Maryland,21045,United States,North America,1999-03-23
1911371,Male,Jocelin Casas,Newcastle,OK,Oklahoma,73065,United States,North America,1951-08-07
1911482,Male,Darcy O'Doherty,Louisville,KY,Kentucky,40299,United States,North America,1955-12-09
1911567,Female,Saara Nurminen,Bellflower,CA,California,90706,United States,North America,1959-11-20
1911774,Female,Julia Mäenpää,Omaha,NE,Nebraska,68102,United States,North America,1979-06-11
1911986,Female,Zlata Bacic,Richmond,VA,Virginia,23227,United States,North America,1981-10-02
1912106,Male,Caio Ribeiro,Southfield,MI,Michigan,48075,United States,North America,1997-07-09
1912287,Female,Skye Croft,Mustang,OK,Oklahoma,73064,United States,North America,1972-04-20
1912515,Male,Ale Danek,Jersey City,NJ,New Jersey,7304,United States,North America,1953-05-30
1912666,Female,Jana Klusová,Washington,MD,Maryland,20008,United States,North America,1975-04-13
1912774,Male,Kaua Barbosa,Elton,LA,Louisiana,70532,United States,North America,1966-04-24
1912902,Male,Pavel Cíek,Nevada,MO,Missouri,64772,United States,North America,1981-07-27
1913004,Female,Mia Norman,King Of Prussia,PA,Pennsylvania,19406,United States,North America,1935-11-12
1913013,Female,Haizea Saldivar,Fort Lauderdale,FL,Florida,33308,United States,North America,1949-08-31
1913401,Male,Udolfo Romo,New York,NY,New York,10011,United States,North America,1985-12-17
1913410,Male,Veselko Ceh,Yakima,WA,Washington,98908,United States,North America,1944-07-06
1913981,Female,Ljuba Brajkovic,Tulsa,OK,Oklahoma,74120,United States,North America,1967-08-15
1914029,Female,Sneana Delic,Orlando,FL,Florida,32810,United States,North America,1950-04-25
1914066,Female,Marja Holmen,Frederick,MD,Maryland,21701,United States,North America,2001-06-02
1914255,Male,Anthony Bogue,Bourbon,MO,Missouri,65441,United States,North America,1948-07-10
